orig_index,Comment,clean_text,anomaly_score,cluster
3456,𝗧𝗿𝗲𝗻𝗱𝗶𝗻𝗴 𝗮𝗱𝘂𝗹𝘁 𝗽𝗼𝗿𝗻 𝘃𝗶𝗱𝗲𝗼𝘀 𝗼𝗻𝗹𝘆 alles sehr schön aber zuerst zusammen die nummern 10 und 1 eine empronline brünette und eine andere blondine es wäre unfairh wenn ich 4 wählen würde,𝗧𝗿𝗲𝗻𝗱𝗶𝗻𝗴 𝗮𝗱𝘂𝗹𝘁 𝗽𝗼𝗿𝗻 𝘃𝗶𝗱𝗲𝗼𝘀 𝗼𝗻𝗹𝘆 alles sehr schön aber zuerst zusammen die nummern 10 und 1 eine empronline brünette und eine andere blondine es wäre unfairh wenn ich 4 wählen würde,0.4657794655172954,19
9857,привіт асмр лілібу  відео чудове  я вас дуже люблю дивитись  завжди чекаю на ваші відео удачі вам лілібу,привіт асмр лілібу відео чудове я вас дуже люблю дивитись завжди чекаю на ваші відео удачі вам лілібу,0.465313827378979,19
710,අනවශ්‍ය භාන්ඩ ආනයනය තහනම් කරපු එක ඉතා හොදයි කෝටි ගානක කොසු ඉදල් පනා ගෙනාව කියන්නෙ කවුද අවසර දුන්නෙ,අනවශ්‍ය භාන්ඩ ආනයනය තහනම් කරපු එක ඉතා හොදයි කෝටි ගානක කොසු ඉදල් පනා ගෙනාව කියන්නෙ කවුද අවසර දුන්නෙ,0.46526762298481206,19
18306,bweighted sum of inputs is calculated abias is added dresult is fed into activation function cspecific neuron is activated,bweighted sum of inputs is calculated abias is added dresult is fed into activation function cspecific neuron is activated,0.4651716268271351,16
14854,odds of a developer being asked to write an algorithm as part of a coding interview 75 odds of same develop ever writing an algorithm in their job as opposed to reusing a system library 10,odds of a developer being asked to write an algorithm as part of a coding interview 75 odds of same develop ever writing an algorithm in their job as opposed to reusing a system library 10,0.46496677659369473,16
3197,intel is in trouble,intel is in trouble,0.4649243587255145,18
4801,liem is the opposite of niemann polite smiley and composed,liem is the opposite of niemann polite smiley and composed,0.46489672627881456,19
648,wage slavery during the apocalypse polls poorly who would have guessed,wage slavery during the apocalypse polls poorly who would have guessed,0.46440912270206985,5
1949,how do you get your product from shop or website or wherever to amazon,how do you get your product from shop or website or wherever to amazon,0.46427155718127605,20
15756,the nes snes and n64 had no builtin startup but most official nintendo games would add those in if you inserted a cartridge the spinning n that made the n64 famous would differ between games for example and was sometimes differently and even wrongly colored furthermore the gb and gbc also had a startup that you didnt inlcude and the dsi system had a different startup from the original lastly the gamecube had a 3rd startup version where the soundbites would change to japanese chanting and shamisens but it would only fire if you pressed the zbutton on 4 connected controllers at the same time,the nes snes and n64 had no builtin startup but most official nintendo games would add those in if you inserted a cartridge the spinning n that made the n64 famous would differ between games for example and was sometimes differently and even wrongly colored furthermore the gb and gbc also had a startup that you didnt inlcude and the dsi system had a different startup from the original lastly the gamecube had a 3rd startup version where the soundbites would change to japanese chanting and shamisens but it would only fire if you pressed the zbutton on 4 connected controllers at the same time,0.4641761144021292,18
6026,der wolf hätte ihn aber auch festnageln können dass er es erklären soll wo hier der spielraum der interpretation besteht wäre doch interessant gewesen wie er es erklärt hätte,der wolf hätte ihn aber auch festnageln können dass er es erklären soll wo hier der spielraum der interpretation besteht wäre doch interessant gewesen wie er es erklärt hätte,0.46395480670336486,19
10364,allu arjun stylish dancer ntr speed dancer ram charan graceful dancer allu arjun and ram charan are cousin brothers,allu arjun stylish dancer ntr speed dancer ram charan graceful dancer allu arjun and ram charan are cousin brothers,0.46394826083494395,2
2067,for those wondering the way how honey pot ants get their abdomens so big with fluids it done by feeding a freshly emerged adult ant tons of food while their exoskeleton is still soft this allows the gaster to stretch bigger than normal leading to how the ants become so plump they do this because if a shortage of food comes the other ants can get it from the ants that store it in their large abdomens called repletes it really is fascinating thing to see happen,for those wondering the way how honey pot ants get their abdomens so big with fluids it done by feeding a freshly emerged adult ant tons of food while their exoskeleton is still soft this allows the gaster to stretch bigger than normal leading to how the ants become so plump they do this because if a shortage of food comes the other ants can get it from the ants that store it in their large abdomens called repletes it really is fascinating thing to see happen,0.4638291136189265,17
9688,она мне так нравится такая мильенкая приятного аппетита,она мне так нравится такая мильенкая приятного аппетита,0.4634996904419233,19
11581,hallo isy ich habe voll angst vor spinnen ich hatte über meinem bett eine spinne und mein papa durfte um halb zwölf in der nacht die spinne entfernen ,hallo isy ich habe voll angst vor spinnen ich hatte über meinem bett eine spinne und mein papa durfte um halb zwölf in der nacht die spinne entfernen,0.46335269852620486,2
9316,i feel healthy watching him eat all that stuff,i feel healthy watching him eat all that stuff,0.4631691593733368,12
18132,this is great amazing lecture one question though about the baby walking isnt it very hard to quantify the data points synaptic firing a babies brain accesses when learning to walk if we dont fully understand the brain and neurological connection how do we quantify and compare the training data between the human brain and ai,this is great amazing lecture one question though about the baby walking isnt it very hard to quantify the data points synaptic firing a babies brain accesses when learning to walk if we dont fully understand the brain and neurological connection how do we quantify and compare the training data between the human brain and ai,0.46282300712467866,16
14690,let me note that computer graphics programming doesnt only involve images theres been some work on writing gpgpu software ie cudaopencl that accelerates system processes that are traditionally given to cpus in particular anything that can benefit from parallel computing will need gpu software,let me note that computer graphics programming doesnt only involve images theres been some work on writing gpgpu software ie cudaopencl that accelerates system processes that are traditionally given to cpus in particular anything that can benefit from parallel computing will need gpu software,0.46275989333356043,16
9203,choco mud pie mousse cake these two are so common across all the indian fast food chains dominos has these burger king has these even macdonalds india have these or if not one of these are bound to be there,choco mud pie mousse cake these two are so common across all the indian fast food chains dominos has these burger king has these even macdonalds india have these or if not one of these are bound to be there,0.4627075837392416,12
14549,i’m a refrigeration technician and i realized a while back that the water evaporates out of the bottoms of the leaves to refrigerate them when water evaporates the vapor pulls heat from the remaining source water cooling it this is necessary because sunlight has the potential to heat the leaves beyond the temperature they can still function for photosynthesis,i’m a refrigeration technician and i realized a while back that the water evaporates out of the bottoms of the leaves to refrigerate them when water evaporates the vapor pulls heat from the remaining source water cooling it this is necessary because sunlight has the potential to heat the leaves beyond the temperature they can still function for photosynthesis,0.4627073515830948,14
15371,after going through and seeing the user interface the download button is not as prominent as the proceed to purchase button is obvious i can see people hitting the purchase button thinking that will get them to where they need to go but then they see that they have to pay for it and get frustrated i have some experience with uxui design so that stands out,after going through and seeing the user interface the download button is not as prominent as the proceed to purchase button is obvious i can see people hitting the purchase button thinking that will get them to where they need to go but then they see that they have to pay for it and get frustrated i have some experience with uxui design so that stands out,0.46265758565384224,18
9542,フンサムさんのお父様はいつも美味しそうに味のある食べ方ですよね,フンサムさんのお父様はいつも美味しそうに味のある食べ方ですよね,0.462650454766078,19
15251,dark mode was the first thing i check in the settings lol  everything is dark mode for me if it is possible lol,dark mode was the first thing i check in the settings lol everything is dark mode for me if it is possible lol,0.4623563384008006,20
12274,thank you so much this was very helpful here is a summary if anyone needs classify mistakes dumbproblemconcept write down essential formulas read the whole problem before solving read all the answer choices pay attention to specific needs of the question slopethe bigger the steeper consider real life applications plug in s if stuck use ur calculatorintersection y intercept quadratic formula double check especially easy ones less frequent bubblingbubble at the end,thank you so much this was very helpful here is a summary if anyone needs classify mistakes dumbproblemconcept write down essential formulas read the whole problem before solving read all the answer choices pay attention to specific needs of the question slopethe bigger the steeper consider real life applications plug in s if stuck use ur calculatorintersection y intercept quadratic formula double check especially easy ones less frequent bubblingbubble at the end,0.4623276981199728,3
3288,a minor correction bitcoin is not anonymous it is pseudonymous all transactions that have ever occurred since bitcoins inception is permanently recorded on the public worldwide ledger therere no names and identities associated with each transaction but it doesnt mean someone cant figure out who made those transactions with some research in fact there are already tools to help assist with this given that fact using bitcoins for illicit transactions is ill advised fiat cash like dollars and euros is better suited for that purpose,a minor correction bitcoin is not anonymous it is pseudonymous all transactions that have ever occurred since bitcoins inception is permanently recorded on the public worldwide ledger therere no names and identities associated with each transaction but it doesnt mean someone cant figure out who made those transactions with some research in fact there are already tools to help assist with this given that fact using bitcoins for illicit transactions is ill advised fiat cash like dollars and euros is better suited for that purpose,0.4623110433908073,8
9421,hey guga we know that dry brining steak is actually good so what if try dry aged steak using garlic powder and black pepper and lets see if it will work and will taste much better ,hey guga we know that dry brining steak is actually good so what if try dry aged steak using garlic powder and black pepper and lets see if it will work and will taste much better,0.4621781711558927,12
282,interesting note real wasabi is difficult to cultivate and package and ship it also grows only in a specific riverbank environment which makes real wasabi expensive and in low supply when young real wasabi is a bit sweet not spicy the wasabi that comes with your sushi dinner in america it is most often just horseradish with green food coloring this greendyed horseradish replacing actual wasabi is known in the food world as an ersatz or a replica food,interesting note real wasabi is difficult to cultivate and package and ship it also grows only in a specific riverbank environment which makes real wasabi expensive and in low supply when young real wasabi is a bit sweet not spicy the wasabi that comes with your sushi dinner in america it is most often just horseradish with green food coloring this greendyed horseradish replacing actual wasabi is known in the food world as an ersatz or a replica food,0.46192284428926556,12
1684,хороший канал всегда его смотрю видео всегда свежее подборка прикольная информация актуальная поэтому смотрю его всегда и жду выхода нового видео на канале спасибо,хороший канал всегда его смотрю видео всегда свежее подборка прикольная информация актуальная поэтому смотрю его всегда и жду выхода нового видео на канале спасибо,0.4618589560266794,19
9424,a thought hit me recently we need a guga meatloaf i can just imagine how amazing that would be whether with waygu or regular beef i think it would be an awesome experiment,a thought hit me recently we need a guga meatloaf i can just imagine how amazing that would be whether with waygu or regular beef i think it would be an awesome experiment,0.46184732909963594,12
2302,hi friend i would like to ask you is there any tools for domain registrars to directly create domains and manage as i am registering for aggregated registrar i need epp tools and domain manage tools kindly please guide me or suggest me any tools for this,hi friend i would like to ask you is there any tools for domain registrars to directly create domains and manage as i am registering for aggregated registrar i need epp tools and domain manage tools kindly please guide me or suggest me any tools for this,0.4615029409417705,16
6356,everything about egypt fascinates me im so interested in its history and want to know more and more,everything about egypt fascinates me im so interested in its history and want to know more and more,0.46142406210911907,17
14207,wouldnt constructor theory fundamentally be assuming we know all the base sets of rules in order to be correct otherwise it could rule out things that are possible but they just dont have a truth statement for in the base set of rules,wouldnt constructor theory fundamentally be assuming we know all the base sets of rules in order to be correct otherwise it could rule out things that are possible but they just dont have a truth statement for in the base set of rules,0.4614230524471584,9
10962,mulțumesc frumos sunt super,mulțumesc frumos sunt super,0.46141915683561274,7
14544,the goal of evaporation is to cool down the leaf the reason leafs are green is to avoid absorbing too much radiation the sun produces a lot of energy and similar to humans a tree needs to protect himself from sunlight think about how hot it gets at solar noon and the fact that the tree needs to sit in direct sunlight for the entire day the tree is literally cooling itself down through evaporative cooling similar to how humans do it through sweating this process is known as evapotranspiration,the goal of evaporation is to cool down the leaf the reason leafs are green is to avoid absorbing too much radiation the sun produces a lot of energy and similar to humans a tree needs to protect himself from sunlight think about how hot it gets at solar noon and the fact that the tree needs to sit in direct sunlight for the entire day the tree is literally cooling itself down through evaporative cooling similar to how humans do it through sweating this process is known as evapotranspiration,0.46131923319331697,17
12988,i love that mr jake tapper is shining a light on the deceptive practices by a bunch of the politicians and moreover that he very clearly states its not okay some politicians and even some of us voters have over time experienced an eroded sense of right and wrong its helpful to call attention to this because we as a nation need to start somewhere to recapture a normal good sense of ethics right and wrong matter to build a prosperous economy,i love that mr jake tapper is shining a light on the deceptive practices by a bunch of the politicians and moreover that he very clearly states its not okay some politicians and even some of us voters have over time experienced an eroded sense of right and wrong its helpful to call attention to this because we as a nation need to start somewhere to recapture a normal good sense of ethics right and wrong matter to build a prosperous economy,0.46120274041801074,5
14747,also can you look into imaging laboratory bio and geo informatics in addition computational engineer and scientist,also can you look into imaging laboratory bio and geo informatics in addition computational engineer and scientist,0.4611632352596516,22
1975,just a reminder for older motherboards or costcut motherboards if you have a cpu with igpu or onboard graphics solution even if you have a graphics card there is a good chance that it will default to the motherboards graphics solution first and you will need to configure the bios to use the external graphics for preboot display this has become less common but is still important to remember,just a reminder for older motherboards or costcut motherboards if you have a cpu with igpu or onboard graphics solution even if you have a graphics card there is a good chance that it will default to the motherboards graphics solution first and you will need to configure the bios to use the external graphics for preboot display this has become less common but is still important to remember,0.4609370311723427,18
13766,the lummi nation refer to the local orcas as qwe lhol mechen which means our relatives who live under the sea or the people under the waves orcas live in tightknit families in most cases both males and females stay in their natal pod throughout their entire lives this is especially true for southern and northern residents orcas are incredibly intelligent and social their limbic system the part of the brain that processes emotion is incredibly developed and complex each pod uses a distinctive dialect to communicate theyre the only species besides humans pilot whales beluga whales and narwhals that go through menopause famous southern resident orcas fish eaters lolita granny ocean sun tahlequah who made worldwide headlines when she was spotted carrying her dead calf for 17 days moby doll shamu luna theres a documentary about luna called the whale famous northern resident orcas fish eaters namu corky tsitika eve sharky top notch springer the only orca to have been successfully reintegrated back into the wild famous transient orcas mammaleaters lonesome george fatfin chainsaw esperanza sidney and her children raksha and her five daughters,the lummi nation refer to the local orcas as qwe lhol mechen which means our relatives who live under the sea or the people under the waves orcas live in tightknit families in most cases both males and females stay in their natal pod throughout their entire lives this is especially true for southern and northern residents orcas are incredibly intelligent and social their limbic system the part of the brain that processes emotion is incredibly developed and complex each pod uses a distinctive dialect to communicate theyre the only species besides humans pilot whales beluga whales and narwhals that go through menopause famous southern resident orcas fish eaters lolita granny ocean sun tahlequah who made worldwide headlines when she was spotted carrying her dead calf for 17 days moby doll shamu luna theres a documentary about luna called the whale famous northern resident orcas fish eaters namu corky tsitika eve sharky top notch springer the only orca to have been successfully reintegrated back into the wild famous transient orcas mammaleaters lonesome george fatfin chainsaw esperanza sidney and her children raksha and her five daughters,0.4608742481485264,17
4980,it must be a serious issue for apple to admit it is a security thing usually the label their security updates as bug fixes,it must be a serious issue for apple to admit it is a security thing usually the label their security updates as bug fixes,0.46079604301515786,18
13899,trying to test out of bio 101 so i can eventually get my third degree nursing thanx hank along with that here is what i quickly typed down as a sort of summary feel free to fix  william prout discovered our stomachs have hydrochloric acid and discovered chemical composition of urea also discovered food is divided into carbs fats and proteins  carbohydrates are the source of all energy  carbs are made of sugars with the simplest being monosaccharides  glucose a monosaccharide number 1 sugar that comes from the sun  fructose same chemical as glucose but arranged differently and is sweeter  disaccharides are two monosaccharides put together  sucrose fructose and glucose connected is a disaccharide joined by a covalent bond  polysaccharides are thousands of simple sugar units  cellulose is a bunch of glucose molecules  bread is made of starch and amylase  our bodies store carbs in form of glycogen in our muscle until we need to use them  we store our energy long term through fat aka lipids  lipids are non polar and can’t dissolve in water  fats are made of glycerol and fatty acids  saturated fats don’t have double bonds while unsaturated fats do  trans fat do not exist in nature and are unsaturated and bad for the body  omega 3 fats unsaturated are essential but we need to eat them in order to get them  phospholipids form cell membrane walls to keep bad stuff out and good stuff in  phospholipids are one end polar and one end non polar  steroids a phospholipid made of 4 carbon rings are used to make cholesterol  proteins of made of 20 amino acids which do everything for the body  nitrogen can only be gotten into our bodies from food via foods high in protein  polypeptides are formed by long chains of amino acids  the 9 essential amino acids which are bodies can’t make on their own are histidine isoleucine leucine lysine methionine phenylalanine threonine tryptophan and valine,trying to test out of bio 101 so i can eventually get my third degree nursing thanx hank along with that here is what i quickly typed down as a sort of summary feel free to fix  william prout discovered our stomachs have hydrochloric acid and discovered chemical composition of urea also discovered food is divided into carbs fats and proteins  carbohydrates are the source of all energy  carbs are made of sugars with the simplest being monosaccharides  glucose a monosaccharide number 1 sugar that comes from the sun  fructose same chemical as glucose but arranged differently and is sweeter  disaccharides are two monosaccharides put together  sucrose fructose and glucose connected is a disaccharide joined by a covalent bond  polysaccharides are thousands of simple sugar units  cellulose is a bunch of glucose molecules  bread is made of starch and amylase  our bodies store carbs in form of glycogen in our muscle until we need to use them  we store our energy long term through fat aka lipids  lipids are non polar and can’t dissolve in water  fats are made of glycerol and fatty acids  saturated fats don’t have double bonds while unsaturated fats do  trans fat do not exist in nature and are unsaturated and bad for the body  omega 3 fats unsaturated are essential but we need to eat them in order to get them  phospholipids form cell membrane walls to keep bad stuff out and good stuff in  phospholipids are one end polar and one end non polar  steroids a phospholipid made of 4 carbon rings are used to make cholesterol  proteins of made of 20 amino acids which do everything for the body  nitrogen can only be gotten into our bodies from food via foods high in protein  polypeptides are formed by long chains of amino acids  the 9 essential amino acids which are bodies can’t make on their own are histidine isoleucine leucine lysine methionine phenylalanine threonine tryptophan and valine,0.4607684901781501,9
17388,hi is it possible to go to australia directly through visa sponsorship in data science and product management domains though i am going to apply through normal 189 subclass visa as well but it takes time,hi is it possible to go to australia directly through visa sponsorship in data science and product management domains though i am going to apply through normal 189 subclass visa as well but it takes time,0.46076717200165923,16
5220,una serie de apple tv y con gary oldman en el reparto definitivamente es garantía de calidad,una serie de apple tv y con gary oldman en el reparto definitivamente es garantía de calidad,0.4607332814904658,7
13795,while really interesting i cant help but feel bad for all the axelotl that had to endure amputation and maybe worse for this to be researched especially the one that got their rejuvenation blocked,while really interesting i cant help but feel bad for all the axelotl that had to endure amputation and maybe worse for this to be researched especially the one that got their rejuvenation blocked,0.4607332386897621,17
5324,the news portrayed this guy as insane when this story first came out very good interview,the news portrayed this guy as insane when this story first came out very good interview,0.4606410100454121,21
5312,the fact the same security issue is found on different apple os shows that it was apple who had left a back door by design now that a third party is publishing it they had to do something for pr,the fact the same security issue is found on different apple os shows that it was apple who had left a back door by design now that a third party is publishing it they had to do something for pr,0.4606286306498667,18
2512,le créneau des enfants est un créneau exploité écrémé usé en occident … qui pèse en centaine de milliard d’euros merci à toi pour tes recherches et pour ces partage d’assise ,le créneau des enfants est un créneau exploité écrémé usé en occident … qui pèse en centaine de milliard d’euros merci à toi pour tes recherches et pour ces partage d’assise,0.4605586150344522,7
11006,очень интересный и красивый фильм спасибо автору за прекрасную работу наша земля удивительно и прекрасно создана особенно восхищает и завораживает природа с чудными разными животными и дикими зверями честь и хвала нашему творцу за то что он создал для нас все это и подарил нам жизнь,очень интересный и красивый фильм спасибо автору за прекрасную работу наша земля удивительно и прекрасно создана особенно восхищает и завораживает природа с чудными разными животными и дикими зверями честь и хвала нашему творцу за то что он создал для нас все это и подарил нам жизнь,0.4605488690963655,19
258,man oneplus is in the wrong direction after carl pei left from flagship killer to forgettable company,man oneplus is in the wrong direction after carl pei left from flagship killer to forgettable company,0.46052532691088827,14
3238,pff where in cali lol,pff where in cali lol,0.4605086690520209,20
13431,trump and adonis are the last two words i would have expected to hear in a sentence even today i agree with the first statement saying biden could defend himself but i dont think everyone would look at the email and see it as a sermon setting someone straight and telling them what they did was unexpected and improper isnt a sermon its giving them a wakeup call also yes no physician should ever pass judgement like that without examining a person first its not rude its unprofessional he basically flaunted his status as a dr to troll inb4 trump tweets bi im fabulous,trump and adonis are the last two words i would have expected to hear in a sentence even today i agree with the first statement saying biden could defend himself but i dont think everyone would look at the email and see it as a sermon setting someone straight and telling them what they did was unexpected and improper isnt a sermon its giving them a wakeup call also yes no physician should ever pass judgement like that without examining a person first its not rude its unprofessional he basically flaunted his status as a dr to troll inb4 trump tweets bi im fabulous,0.4604357529999304,5
13981,they forgot a thing we chew our food ,they forgot a thing we chew our food,0.4604241045346231,12
14648,as a professional software engineer lemme tell you that the whole bit about having to be good at finding the answer on google is 100 true,as a professional software engineer lemme tell you that the whole bit about having to be good at finding the answer on google is 100 true,0.4604230599703996,16
3773,salut lanti phishing sur binance est utilisé également sur les contrats perp sur bybit peuton laisser lordre autant de temps que lon veut en montant le tp sur plusieurs semaines par ex,salut lanti phishing sur binance est utilisé également sur les contrats perp sur bybit peuton laisser lordre autant de temps que lon veut en montant le tp sur plusieurs semaines par ex,0.46035761041972095,7
12342,還記得當時在師大附中數資班高一時，大家一群朋友無聊就一起寫了美國sat的數學考試，6個人裡面就只有一個人錯了1題  整個對自己數學能力信心大增 然後去寫數甲就爆了，乖乖唸高二高三,還記得當時在師大附中數資班高一時，大家一群朋友無聊就一起寫了美國sat的數學考試，6個人裡面就只有一個人錯了1題 整個對自己數學能力信心大增 然後去寫數甲就爆了，乖乖唸高二高三,0.4603053582930444,19
15716,lies of p parece muito bom platinei bloodborne e achei muito semelhante principalmente o cenário,lies of p parece muito bom platinei bloodborne e achei muito semelhante principalmente o cenário,0.4602888341133502,7
283,that “section of the tongue” theory is so funny to me because it’s what i was taught as a fact in my high school anatomy class and i was trying to test that out on my own and never could i would always taste every flavor no matter where it was in my mouth i have never heard anyone say it wasn’t true so it’s cool to hear now,that “section of the tongue” theory is so funny to me because it’s what i was taught as a fact in my high school anatomy class and i was trying to test that out on my own and never could i would always taste every flavor no matter where it was in my mouth i have never heard anyone say it wasn’t true so it’s cool to hear now,0.46028265488584663,12
9540,очень вкусно  приятного аппетита  как мне нравится ваш мукбанг ,очень вкусно приятного аппетита как мне нравится ваш мукбанг,0.4602184228151185,19
610,violência política de gênero que p é essa discrição contra homossexual essa deveria ser a acusação,violência política de gênero que p é essa discrição contra homossexual essa deveria ser a acusação,0.4601133148163556,7
1900,great advice all of it im one of those you mentioned near then end with a medical condition sleep isnt rejuvenating for some no matter how much we get working towards good sleep habits is still helpful as it regulates our lives and helps us pace what minimal energy we have so if youre reading this comment no matter if youre chronically ill like i am or just a tired person without a debilitating illness practice good sleep habits be patient itll help,great advice all of it im one of those you mentioned near then end with a medical condition sleep isnt rejuvenating for some no matter how much we get working towards good sleep habits is still helpful as it regulates our lives and helps us pace what minimal energy we have so if youre reading this comment no matter if youre chronically ill like i am or just a tired person without a debilitating illness practice good sleep habits be patient itll help,0.46004245614734035,16
7030,very well mam i recommend the newbie who are going to start literature studies first see this video which is about all definitions of literature i hope after seeing this video you will better understand the concept of literature,very well mam i recommend the newbie who are going to start literature studies first see this video which is about all definitions of literature i hope after seeing this video you will better understand the concept of literature,0.4599820462707419,9
11439,exactly as a member of genx a lot of us are still paying off our loans but yet are gonna send our kids to do the same thing 20 years later i think not i say this as a person with a bachelors and masters degree i encourage young people to get as much education for free or as cheaply as they can the important thing is output if you produce good work academic or otherwise youll always be in demand with the internet people are able to start all sorts of income producing ventures without high overhead you can become a software programmer using tutorials online and make plenty of money you can learn a trade with only two years of study via community college if youve got the mind to start your own company afterwards then get a business degree when youre able to pay as you go you can learn digital marketing without a degree,exactly as a member of genx a lot of us are still paying off our loans but yet are gonna send our kids to do the same thing 20 years later i think not i say this as a person with a bachelors and masters degree i encourage young people to get as much education for free or as cheaply as they can the important thing is output if you produce good work academic or otherwise youll always be in demand with the internet people are able to start all sorts of income producing ventures without high overhead you can become a software programmer using tutorials online and make plenty of money you can learn a trade with only two years of study via community college if youve got the mind to start your own company afterwards then get a business degree when youre able to pay as you go you can learn digital marketing without a degree,0.4599239816622225,13
13595,son mom can i attend a biology class mom we have a biology class at home biology class at home,son mom can i attend a biology class mom we have a biology class at home biology class at home,0.45991653161377677,9
